img_name;distance
img_1597.jpg;2.986969978602681
img_1598.jpg;2.2212754612626684
img_1599.jpg;1.7215861625427293
img_1602.jpg;2.335549868800253
img_1604.jpg;1.6110234898560154
img_1609.jpg;6.327326953083076
img_1610.jpg;6.960832167431731
img_1611.jpg;6.111623407620896
img_1617.jpg;1.0636875014096938
img_1622.jpg;3.370693273476941
img_1625.jpg;2.434360292299356
img_1629.jpg;1.3066308131078186
img_1630.jpg;1.7201084915781468
img_1632.jpg;1.5183208436155131
img_1633.jpg;1.5936654454857828
img_1636.jpg;2.574130025095461
img_1638.jpg;1.8485810251103
img_1639.jpg;2.6424193501947455
img_1642.jpg;4.295611206952636
img_1644.jpg;4.555844121084019
img_1646.jpg;2.5946885615986766
img_1648.jpg;3.1283128643867295
img_1651.jpg;3.967298581915716
img_1652.jpg;4.661844735899942
img_1654.jpg;3.285195929311316
img_1655.jpg;2.9477834627225534
img_1657.jpg;2.1705780895886226
img_1659.jpg;1.610151329540316
img_1660.jpg;3.4003463781402368
img_1661.jpg;3.145513049476609
img_1663.jpg;4.21234752044468
img_1664.jpg;3.128656306202017
img_1678.jpg;4.539314845573599
img_1679.jpg;5.52057655712928
img_1682.jpg;7.2706093961254465
img_1683.jpg;6.7707155054959385
img_1689.jpg;3.5458022467914185
img_1693.jpg;3.088648307043795
img_1694.jpg;2.532583461456393
img_1695.jpg;2.4435500495524884
img_1697.jpg;1.3078916629279365
img_1698.jpg;2.8882159842856385
img_1699.jpg;3.109524523775762
img_1701.jpg;4.647860477251737
img_1702.jpg;2.916952946369684
img_1703.jpg;3.195821333777031
img_1704.jpg;2.001255384560737
img_1705.jpg;3.9078621411301797
img_1706.jpg;4.446526247785444
img_1710.jpg;6.387147813217931
img_1716.jpg;4.595847365886507
img_1717.jpg;5.04882061023279
img_1718.jpg;5.3762948712670875
img_1719.jpg;2.1462983317111095
img_1720.jpg;2.6760152346494506
img_1819.jpg;3.406999927114062
img_1821.jpg;4.266655162683957
img_1823.jpg;5.659668458896347
img_1825.jpg;6.47775795558416
img_1826.jpg;6.784640871068166
img_1828.jpg;4.7895126980936436
img_1830.jpg;3.2422823603632813
img_1833.jpg;2.648485503895858
img_1836.jpg;4.098835094216215
img_1839.jpg;5.529353654140257
img_1840.jpg;2.189008730325562
img_1842.jpg;3.804610879696019
img_1843.jpg;3.9439940813489565
img_1844.jpg;3.7185138590318223
img_1846.jpg;4.975170218307436
img_1849.jpg;4.974283832362687
img_1851.jpg;3.677297975500403
img_1852.jpg;6.491672735893879
img_1855.jpg;4.509059822905441
img_1858.jpg;2.528387707493637
img_1859.jpg;2.1825016253543454
img_1866.jpg;2.5866074556741947
img_1867.jpg;2.3593517790529703
img_1868.jpg;3.6885671449351594
img_1869.jpg;4.416813806218622
img_1870.jpg;5.313494500370017
img_1871.jpg;5.919932396178201
img_1872.jpg;6.648127487780748
img_1873.jpg;6.734736477303024
img_1875.jpg;6.8664030109518155
img_1876.jpg;7.465958801519102
img_1877.jpg;8.38141998083012
img_1879.jpg;8.839233705983112
img_1880.jpg;8.830019058047961
img_1884.jpg;5.02827241121028
img_1888.jpg;2.245352114887336
img_1889.jpg;1.7355990837082298
img_1891.jpg;3.469295835794422
img_1892.jpg;3.9473790023660222
img_1894.jpg;5.354071196144348
img_1895.jpg;5.811657628050405
img_1897.jpg;6.972867884142206
img_1898.jpg;7.4146828075297915
img_1900.jpg;4.694924811470055
img_1904.jpg;4.605363803485936
img_1905.jpg;6.940935661214236
img_1906.jpg;7.031164883351186
img_1908.jpg;5.869711177576791
img_1911.jpg;4.310755389213651
img_1913.jpg;3.036725868908017
img_1914.jpg;2.472882505219281
img_1915.jpg;5.588062805245341
img_1917.jpg;3.9654977511628133
img_1919.jpg;2.686411625637297
img_1920.jpg;2.306210169004492
img_1923.jpg;4.283666556113994
img_1928.jpg;7.294663604398069
img_1931.jpg;3.1853619779033466
img_1934.jpg;3.5891769798132236
img_1935.jpg;4.277789105018778
img_1936.jpg;4.80830287356543
img_1940.jpg;7.140707727672691
img_1941.jpg;5.16328422059105
img_1942.jpg;4.660071162734683
img_1943.jpg;4.336587662709725
img_1944.jpg;3.883316161240913
img_1946.jpg;2.518056192099377
img_1947.jpg;3.6270395406943505
img_1949.jpg;4.9476557310515386
img_1952.jpg;6.8472912103651735
img_1953.jpg;7.481314244975893
img_1954.jpg;7.905190807992969
img_1955.jpg;7.941991202708358
img_1956.jpg;6.673961307516825
img_1957.jpg;5.374358513220338
img_1960.jpg;3.532885045603463
img_1961.jpg;2.9955953581752146
img_1962.jpg;2.33606304474354
img_1969.jpg;7.956282423482124
img_1972.jpg;3.112486554375469
img_1974.jpg;2.4754699740211428
img_1975.jpg;1.6812566320464373
img_1978.jpg;2.646290790192467
img_1981.jpg;2.5369803178658668
img_1982.jpg;3.2453449518717514
img_1986.jpg;5.503298994741932
img_1987.jpg;6.001724608491287
img_1988.jpg;6.637675611306304
img_1989.jpg;6.787553415613888
img_1990.jpg;7.464048684298367
img_1993.jpg;4.91067198548239
img_1995.jpg;3.993762337707616
img_1997.jpg;2.5807371080097163
img_1998.jpg;2.1988976666615403
img_1999.jpg;1.749291630002635
img_2004.jpg;3.447687586420694
img_2006.jpg;4.530057097554044
img_2009.jpg;4.735207695063903
img_2011.jpg;2.990163084568664
img_2013.jpg;4.541205821483148
img_2015.jpg;5.315889275396534
img_2017.jpg;6.299089274146641
img_2019.jpg;3.1676664062224966
img_2020.jpg;2.8025767413094185
img_2022.jpg;2.770082428317484
img_2023.jpg;3.4398885007680233
img_2024.jpg;3.988310865032576
img_2028.jpg;6.197142335906187
img_2029.jpg;6.826969073760479
img_2257.jpg;3.0344237145609063
img_2258.jpg;3.949252675867025
img_2259.jpg;4.70399170427511
img_2262.jpg;3.7752057369242857
img_2263.jpg;2.7010574197332367
img_2265.jpg;3.495788376826957
img_2267.jpg;2.2896740463788405
img_2273.jpg;5.910280241980286
img_2274.jpg;6.256059887006176
img_2276.jpg;7.810160680988533
img_2279.jpg;5.17902101961895
img_2281.jpg;3.6858243052468334
img_2283.jpg;3.5382234449739136
img_2284.jpg;3.8006311169032636
img_2286.jpg;5.134473551415826
img_2288.jpg;6.301828748598348
img_2292.jpg;3.8383145002402927
img_2293.jpg;2.9562814946840947
img_2298.jpg;4.189669030184527
img_2299.jpg;3.317461607256162
img_2303.jpg;1.4715013191635742
img_2307.jpg;3.695677853010499
img_2311.jpg;6.138235044012229
img_2312.jpg;6.640589638501581
img_2314.jpg;4.276299625649892
img_2315.jpg;3.5874939089727547
img_2317.jpg;2.090320069435692
img_2318.jpg;2.8757775341687166
img_2323.jpg;3.014056478485724
img_2324.jpg;3.3607980327016436
img_2325.jpg;4.159827201225774
img_2326.jpg;4.423219282276033
img_2328.jpg;5.5772739993913865
img_2329.jpg;6.39139573626851
img_2334.jpg;4.13085869980058
img_2335.jpg;5.156780709272857
img_2337.jpg;6.072732161521307
img_2338.jpg;6.600189484451546
img_2339.jpg;6.896390289438431
img_2340.jpg;7.438683300467562
img_2343.jpg;3.423517547754019
img_2346.jpg;2.013535043704519
img_2349.jpg;3.5750902103110223
img_2351.jpg;1.89054396645595
img_2353.jpg;3.0972927574835327
img_2354.jpg;3.4863299220651145
img_2355.jpg;4.28436300749984
img_2356.jpg;4.520711195004283
img_2357.jpg;5.011021762593202
