img_name;distance
img_1597.jpg;2.96
img_1598.jpg;2.16
img_1599.jpg;1.71
img_1602.jpg;2.27
img_1604.jpg;1.43
img_1609.jpg;6.43
img_1610.jpg;7.04
img_1611.jpg;6.56
img_1617.jpg;1.02
img_1622.jpg;3.31
img_1625.jpg;2.38
img_1629.jpg;1.23
img_1630.jpg;1.7
img_1632.jpg;1.48
img_1633.jpg;1.48
img_1636.jpg;2.53
img_1638.jpg;1.8
img_1639.jpg;2.58
img_1642.jpg;4.32
img_1644.jpg;4.52
img_1646.jpg;2.45
img_1648.jpg;3.11
img_1651.jpg;3.9
img_1652.jpg;4.64
img_1654.jpg;3.26
img_1655.jpg;2.94
img_1657.jpg;2.07
img_1659.jpg;1.43
img_1660.jpg;3.36
img_1661.jpg;3.11
img_1663.jpg;4.41
img_1664.jpg;3.1
img_1678.jpg;4.57
img_1679.jpg;5.52
img_1682.jpg;7.43
img_1683.jpg;6.74
img_1689.jpg;3.54
img_1693.jpg;3.08
img_1694.jpg;2.52
img_1695.jpg;2.38
img_1697.jpg;1.29
img_1698.jpg;2.73
img_1699.jpg;3.11
img_1701.jpg;4.62
img_1702.jpg;2.92
img_1703.jpg;2.87
img_1704.jpg;1.95
img_1705.jpg;3.9
img_1706.jpg;4.43
img_1710.jpg;6.42
img_1716.jpg;4.53
img_1717.jpg;4.98
img_1718.jpg;5.34
img_1719.jpg;2.11
img_1720.jpg;2.66
img_1819.jpg;3.41
img_1821.jpg;4.23
img_1823.jpg;5.58
img_1825.jpg;6.47
img_1826.jpg;6.74
img_1828.jpg;4.76
img_1830.jpg;3.25
img_1833.jpg;2.64
img_1836.jpg;4.13
img_1839.jpg;5.5
img_1840.jpg;2.13
img_1842.jpg;3.81
img_1843.jpg;3.9
img_1844.jpg;3.68
img_1846.jpg;4.93
img_1849.jpg;4.96
img_1851.jpg;3.64
img_1852.jpg;6.45
img_1855.jpg;4.49
img_1858.jpg;2.5
img_1859.jpg;2.11
img_1866.jpg;2.54
img_1867.jpg;2.27
img_1868.jpg;3.67
img_1869.jpg;4.39
img_1870.jpg;5.25
img_1871.jpg;5.88
img_1872.jpg;6.56
img_1873.jpg;6.75
img_1875.jpg;6.81
img_1876.jpg;7.6
img_1877.jpg;8.64
img_1879.jpg;9.09
img_1880.jpg;9.15
img_1884.jpg;5.01
img_1888.jpg;2.25
img_1889.jpg;1.72
img_1891.jpg;3.46
img_1892.jpg;3.98
img_1894.jpg;5.39
img_1895.jpg;5.85
img_1897.jpg;6.94
img_1898.jpg;7.47
img_1900.jpg;4.67
img_1904.jpg;4.55
img_1905.jpg;7.18
img_1906.jpg;7.07
img_1908.jpg;5.86
img_1911.jpg;4.22
img_1913.jpg;3.01
img_1914.jpg;2.45
img_1915.jpg;5.61
img_1917.jpg;3.94
img_1919.jpg;2.66
img_1920.jpg;2.2
img_1923.jpg;4.27
img_1928.jpg;7.34
img_1931.jpg;3.17
img_1934.jpg;3.56
img_1935.jpg;4.26
img_1936.jpg;4.77
img_1940.jpg;7.11
img_1941.jpg;5.16
img_1942.jpg;4.62
img_1943.jpg;4.32
img_1944.jpg;3.9
img_1946.jpg;2.4
img_1947.jpg;3.62
img_1949.jpg;4.92
img_1952.jpg;6.76
img_1953.jpg;7.51
img_1954.jpg;7.92
